"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 29 23:11:54 EET 2022","Sat Jan 29 23:12:00 EET 2022","6101","services.booking.test","Command line test","services.booking.test","services.booking.test","sample","sample",""
